article;vehicleClass;amount;points;Case ID;Activity;Resource;lastSent;notificationType;dismissal;expense;Complete Timestamp;timesincemidnight;month;weekday;hour;timesincelastevent;timesincecasestart;event_nr;open_cases;label
157.0;A;74.0;0.0;A10161;Payment;558.0;P;P;NIL;13.0;2008-10-15 01:00:00;60;10;2;1;561600.0;845280.0;5;14229;regular
157.0;A;36.0;0.0;A10162;Create Fine;558.0;missing;missing;NIL;0.0;2007-03-08 01:00:00;60;3;3;1;0.0;0.0;1;7764;regular
157.0;A;36.0;0.0;A10162;Payment;558.0;missing;missing;NIL;0.0;2007-03-12 01:00:00;60;3;0;1;5760.0;5760.0;2;7806;regular
157.0;A;36.0;0.0;A10164;Create Fine;558.0;missing;missing;NIL;0.0;2007-03-08 01:00:00;60;3;3;1;0.0;0.0;1;7765;deviant
157.0;A;36.0;0.0;A10164;Send Fine;558.0;missing;missing;NIL;13.0;2007-07-17 01:00:00;60;7;1;1;188640.0;188640.0;2;9347;deviant
157.0;A;36.0;0.0;A10164;Insert Fine Notification;558.0;P;P;NIL;13.0;2007-08-13 01:00:00;60;8;0;1;38880.0;227520.0;3;10261;deviant
157.0;A;74.0;0.0;A10164;Add penalty;558.0;P;P;NIL;13.0;2007-10-12 01:00:00;60;10;4;1;86400.0;313920.0;4;10918;deviant
157.0;A;36.0;0.0;A10165;Create Fine;558.0;missing;missing;NIL;0.0;2007-03-09 01:00:00;60;3;4;1;0.0;0.0;1;7762;regular
157.0;A;36.0;0.0;A10165;Send Fine;558.0;missing;missing;NIL;13.0;2007-07-17 01:00:00;60;7;1;1;187200.0;187200.0;2;9347;regular
157.0;A;36.0;0.0;A10165;Insert Fine Notification;558.0;P;P;NIL;13.0;2007-08-02 01:00:00;60;8;3;1;23040.0;210240.0;3;9838;regular
157.0;A;74.0;0.0;A10165;Add penalty;558.0;P;P;NIL;13.0;2007-10-01 01:00:00;60;10;0;1;86400.0;296640.0;4;10875;regular
157.0;A;74.0;0.0;A10165;Payment;558.0;P;P;NIL;13.0;2008-01-21 01:00:00;60;1;0;1;161280.0;457920.0;5;10558;regular
157.0;A;74.0;0.0;A10165;Payment;558.0;P;P;NIL;13.0;2008-10-15 01:00:00;60;10;2;1;385920.0;843840.0;6;14228;regular
158.0;A;36.0;0.0;A10168;Create Fine;558.0;missing;missing;NIL;0.0;2007-03-09 01:00:00;60;3;4;1;0.0;0.0;1;7763;deviant
158.0;A;36.0;0.0;A10168;Send Fine;558.0;missing;missing;NIL;13.0;2007-07-17 01:00:00;60;7;1;1;187200.0;187200.0;2;9347;deviant
158.0;A;36.0;0.0;A10168;Insert Fine Notification;558.0;P;P;NIL;13.0;2007-07-25 01:00:00;60;7;2;1;11520.0;198720.0;3;9586;deviant
158.0;A;74.0;0.0;A10168;Add penalty;558.0;P;P;NIL;13.0;2007-09-23 01:00:00;60;9;6;1;86400.0;285120.0;4;10828;deviant
7.0;A;21.0;0.0;A1017;Create Fine;550.0;missing;missing;NIL;0.0;2006-09-11 01:00:00;60;9;0;1;0.0;0.0;1;12555;deviant
7.0;A;21.0;0.0;A1017;Send Fine;550.0;missing;missing;NIL;11.0;2006-12-29 01:00:00;60;12;4;1;156960.0;156960.0;2;12244;deviant
7.0;A;21.0;0.0;A1017;Insert Fine Notification;550.0;P;P;NIL;11.0;2007-01-09 01:00:00;60;1;1;1;15840.0;172800.0;3;12221;deviant
7.0;A;42.5;0.0;A1017;Add penalty;550.0;P;P;NIL;11.0;2007-03-10 01:00:00;60;3;5;1;86400.0;259200.0;4;7771;deviant
7.0;A;42.5;0.0;A1017;Payment;550.0;P;P;NIL;11.0;2007-04-05 01:00:00;60;4;3;1;37440.0;296640.0;5;7912;deviant
157.0;A;36.0;0.0;A10171;Create Fine;558.0;missing;missing;NIL;0.0;2007-03-10 01:00:00;60;3;5;1;0.0;0.0;1;7771;deviant
157.0;A;36.0;0.0;A10171;Send Fine;558.0;missing;missing;NIL;13.0;2007-07-17 01:00:00;60;7;1;1;185760.0;185760.0;2;9347;deviant
157.0;A;36.0;0.0;A10171;Insert Fine Notification;558.0;P;P;NIL;13.0;2007-08-02 01:00:00;60;8;3;1;23040.0;208800.0;3;9838;deviant
157.0;A;74.0;0.0;A10171;Add penalty;558.0;P;P;NIL;13.0;2007-10-01 01:00:00;60;10;0;1;86400.0;295200.0;4;10875;deviant
157.0;A;36.0;0.0;A10175;Create Fine;558.0;missing;missing;NIL;0.0;2007-03-10 01:00:00;60;3;5;1;0.0;0.0;1;7772;regular
157.0;A;36.0;0.0;A10175;Payment;558.0;missing;missing;NIL;0.0;2007-03-12 01:00:00;60;3;0;1;2880.0;2880.0;2;7805;regular
157.0;A;36.0;0.0;A10180;Create Fine;558.0;missing;missing;NIL;0.0;2007-03-11 01:00:00;60;3;6;1;0.0;0.0;1;7794;deviant
157.0;A;36.0;0.0;A10180;Send Fine;558.0;missing;missing;NIL;13.0;2007-07-17 01:00:00;60;7;1;1;184320.0;184320.0;2;9347;deviant
157.0;A;36.0;0.0;A10180;Insert Fine Notification;558.0;P;P;NIL;13.0;2007-07-30 01:00:00;60;7;0;1;18720.0;203040.0;3;9766;deviant
157.0;A;74.0;0.0;A10180;Add penalty;558.0;P;P;NIL;13.0;2007-09-28 01:00:00;60;9;4;1;86400.0;289440.0;4;10840;deviant
157.0;A;36.0;0.0;A10181;Create Fine;558.0;missing;missing;NIL;0.0;2007-03-11 01:00:00;60;3;6;1;0.0;0.0;1;7795;regular
157.0;A;36.0;0.0;A10181;Payment;558.0;missing;missing;NIL;0.0;2007-03-14 01:00:00;60;3;2;1;4320.0;4320.0;2;7727;regular
157.0;A;36.0;0.0;A10186;Create Fine;558.0;missing;missing;NIL;0.0;2007-03-12 01:00:00;60;3;0;1;0.0;0.0;1;7804;regular
157.0;A;36.0;0.0;A10186;Payment;558.0;missing;missing;NIL;0.0;2007-03-16 01:00:00;60;3;4;1;5760.0;5760.0;2;7748;regular
157.0;A;36.0;0.0;A10189;Create Fine;558.0;missing;missing;NIL;0.0;2007-03-13 01:00:00;60;3;1;1;0.0;0.0;1;7795;regular
157.0;A;36.0;0.0;A10189;Payment;558.0;missing;missing;NIL;0.0;2007-03-29 01:00:00;60;3;3;1;23040.0;23040.0;2;7831;regular
157.0;A;36.0;0.0;A10192;Create Fine;558.0;missing;missing;NIL;0.0;2007-03-13 01:00:00;60;3;1;1;0.0;0.0;1;7796;deviant
157.0;A;36.0;0.0;A10192;Send Fine;558.0;missing;missing;NIL;13.0;2007-07-17 01:00:00;60;7;1;1;181440.0;181440.0;2;9347;deviant
157.0;A;36.0;0.0;A10192;Insert Fine Notification;558.0;P;P;NIL;13.0;2007-07-23 01:00:00;60;7;0;1;8640.0;190080.0;3;9570;deviant
157.0;A;74.0;0.0;A10192;Add penalty;558.0;P;P;NIL;13.0;2007-09-21 01:00:00;60;9;4;1;86400.0;276480.0;4;10812;deviant
157.0;A;36.0;0.0;A10193;Create Fine;558.0;missing;missing;NIL;0.0;2007-03-13 01:00:00;60;3;1;1;0.0;0.0;1;7797;deviant
157.0;A;36.0;0.0;A10193;Send Fine;558.0;missing;missing;NIL;13.0;2007-07-17 01:00:00;60;7;1;1;181440.0;181440.0;2;9347;deviant
157.0;A;36.0;0.0;A10193;Insert Fine Notification;558.0;P;P;NIL;13.0;2007-07-25 01:00:00;60;7;2;1;11520.0;192960.0;3;9586;deviant
157.0;A;74.0;0.0;A10193;Add penalty;558.0;P;P;NIL;13.0;2007-09-23 01:00:00;60;9;6;1;86400.0;279360.0;4;10828;deviant
157.0;A;36.0;0.0;A10194;Create Fine;558.0;missing;missing;NIL;0.0;2007-03-13 01:00:00;60;3;1;1;0.0;0.0;1;7798;regular
157.0;A;36.0;0.0;A10194;Payment;558.0;missing;missing;NIL;0.0;2007-03-13 01:00:00;60;3;1;1;0.0;0.0;2;7798;regular
157.0;A;36.0;0.0;A10195;Create Fine;558.0;missing;missing;NIL;0.0;2007-03-13 01:00:00;60;3;1;1;0.0;0.0;1;7798;regular
157.0;A;36.0;0.0;A10195;Payment;558.0;missing;missing;NIL;0.0;2007-03-19 01:00:00;60;3;0;1;8640.0;8640.0;2;7815;regular
157.0;A;36.0;0.0;A10196;Create Fine;558.0;missing;missing;NIL;0.0;2007-03-13 01:00:00;60;3;1;1;0.0;0.0;1;7799;deviant
157.0;A;36.0;0.0;A10196;Send Fine;558.0;missing;missing;NIL;13.0;2007-07-17 01:00:00;60;7;1;1;181440.0;181440.0;2;9347;deviant
157.0;A;36.0;0.0;A10196;Insert Fine Notification;558.0;P;P;NIL;13.0;2007-08-05 01:00:00;60;8;6;1;27360.0;208800.0;3;9924;deviant
157.0;A;74.0;0.0;A10196;Add penalty;558.0;P;P;NIL;13.0;2007-10-04 01:00:00;60;10;3;1;86400.0;295200.0;4;10881;deviant
157.0;A;35.0;0.0;A102;Create Fine;541.0;missing;missing;NIL;0.0;2006-07-30 01:00:00;60;7;6;1;0.0;0.0;1;11107;deviant
157.0;A;35.0;0.0;A102;Send Fine;541.0;missing;missing;NIL;11.0;2006-12-12 01:00:00;60;12;1;1;194400.0;194400.0;2;12380;deviant
157.0;A;35.0;0.0;A102;Insert Fine Notification;541.0;P;P;NIL;11.0;2007-01-03 01:00:00;60;1;2;1;31680.0;226080.0;3;12262;deviant
157.0;A;71.5;0.0;A102;Add penalty;541.0;P;P;NIL;11.0;2007-03-04 01:00:00;60;3;6;1;86400.0;312480.0;4;7705;deviant
157.0;A;36.0;0.0;A10203;Create Fine;559.0;missing;missing;NIL;0.0;2007-03-05 01:00:00;60;3;0;1;0.0;0.0;1;7752;regular
157.0;A;36.0;0.0;A10203;Send Fine;559.0;missing;missing;NIL;13.0;2007-06-27 01:00:00;60;6;2;1;164160.0;164160.0;2;8611;regular
157.0;A;36.0;0.0;A10203;Insert Fine Notification;559.0;P;P;NIL;13.0;2007-07-06 01:00:00;60;7;4;1;12960.0;177120.0;3;8859;regular
157.0;A;74.0;0.0;A10203;Add penalty;559.0;P;P;NIL;13.0;2007-09-04 01:00:00;60;9;1;1;86400.0;263520.0;4;10715;regular
157.0;A;74.0;0.0;A10203;Payment;559.0;P;P;NIL;13.0;2008-02-19 01:00:00;60;2;1;1;241920.0;505440.0;5;10832;regular
157.0;A;74.0;0.0;A10203;Payment;559.0;P;P;NIL;13.0;2008-04-11 01:00:00;60;4;4;1;74880.0;580320.0;6;11227;regular
157.0;A;36.0;0.0;A10205;Create Fine;559.0;missing;missing;NIL;0.0;2007-03-08 01:00:00;60;3;3;1;0.0;0.0;1;7766;deviant
157.0;A;36.0;0.0;A10205;Send Fine;559.0;missing;missing;NIL;18.6;2007-08-02 01:00:00;60;8;3;1;211680.0;211680.0;2;9838;deviant
157.0;A;36.0;0.0;A10205;Insert Fine Notification;559.0;P;P;NIL;18.6;2007-08-09 01:00:00;60;8;3;1;10080.0;221760.0;3;10113;deviant
157.0;A;74.0;0.0;A10205;Add penalty;559.0;P;P;NIL;18.6;2007-10-08 01:00:00;60;10;0;1;86400.0;308160.0;4;10905;deviant
157.0;A;36.0;0.0;A10206;Create Fine;559.0;missing;missing;NIL;0.0;2007-03-08 01:00:00;60;3;3;1;0.0;0.0;1;7767;regular
157.0;A;36.0;0.0;A10206;Payment;559.0;missing;missing;NIL;0.0;2007-03-14 01:00:00;60;3;2;1;8640.0;8640.0;2;7726;regular
157.0;A;36.0;0.0;A10211;Create Fine;559.0;missing;missing;NIL;0.0;2007-03-09 01:00:00;60;3;4;1;0.0;0.0;1;7764;deviant
157.0;A;36.0;0.0;A10211;Send Fine;559.0;missing;missing;NIL;13.0;2007-07-17 01:00:00;60;7;1;1;187200.0;187200.0;2;9347;deviant
157.0;A;36.0;0.0;A10211;Insert Fine Notification;559.0;P;P;NIL;13.0;2007-08-03 01:00:00;60;8;4;1;24480.0;211680.0;3;9859;deviant
157.0;A;74.0;0.0;A10211;Add penalty;559.0;P;P;NIL;13.0;2007-10-02 01:00:00;60;10;1;1;86400.0;298080.0;4;10882;deviant
157.0;A;36.0;0.0;A10212;Create Fine;559.0;missing;missing;NIL;0.0;2007-03-09 01:00:00;60;3;4;1;0.0;0.0;1;7765;deviant
157.0;A;36.0;0.0;A10212;Send Fine;559.0;missing;missing;NIL;13.0;2007-07-17 01:00:00;60;7;1;1;187200.0;187200.0;2;9347;deviant
157.0;A;36.0;0.0;A10212;Insert Fine Notification;559.0;P;P;NIL;13.0;2007-07-23 01:00:00;60;7;0;1;8640.0;195840.0;3;9570;deviant
157.0;A;74.0;0.0;A10212;Add penalty;559.0;P;P;NIL;13.0;2007-09-21 01:00:00;60;9;4;1;86400.0;282240.0;4;10812;deviant
157.0;A;36.0;0.0;A10213;Create Fine;559.0;missing;missing;NIL;0.0;2007-03-09 01:00:00;60;3;4;1;0.0;0.0;1;7766;deviant
157.0;A;36.0;0.0;A10213;Send Fine;559.0;missing;missing;NIL;13.0;2007-07-17 01:00:00;60;7;1;1;187200.0;187200.0;2;9347;deviant
157.0;A;36.0;0.0;A10213;Insert Fine Notification;559.0;P;P;NIL;13.0;2007-08-02 01:00:00;60;8;3;1;23040.0;210240.0;3;9838;deviant
157.0;A;74.0;0.0;A10213;Add penalty;559.0;P;P;NIL;13.0;2007-10-01 01:00:00;60;10;0;1;86400.0;296640.0;4;10875;deviant
157.0;A;36.0;0.0;A10215;Create Fine;559.0;missing;missing;NIL;0.0;2007-03-09 01:00:00;60;3;4;1;0.0;0.0;1;7767;regular
157.0;A;36.0;0.0;A10215;Payment;559.0;missing;missing;NIL;0.0;2007-03-12 01:00:00;60;3;0;1;4320.0;4320.0;2;7805;regular
157.0;A;36.0;0.0;A10216;Create Fine;559.0;missing;missing;NIL;0.0;2007-03-09 01:00:00;60;3;4;1;0.0;0.0;1;7768;deviant
157.0;A;36.0;0.0;A10216;Send Fine;559.0;missing;missing;NIL;13.0;2007-07-17 01:00:00;60;7;1;1;187200.0;187200.0;2;9347;deviant
157.0;A;36.0;0.0;A10216;Insert Fine Notification;559.0;P;P;NIL;13.0;2007-08-04 01:00:00;60;8;5;1;25920.0;213120.0;3;9890;deviant
157.0;A;74.0;0.0;A10216;Add penalty;559.0;P;P;NIL;13.0;2007-10-03 01:00:00;60;10;2;1;86400.0;299520.0;4;10885;deviant
157.0;A;36.0;0.0;A10218;Create Fine;559.0;missing;missing;NIL;0.0;2007-03-09 01:00:00;60;3;4;1;0.0;0.0;1;7769;deviant
157.0;A;36.0;0.0;A10218;Send Fine;559.0;missing;missing;NIL;13.0;2007-07-17 01:00:00;60;7;1;1;187200.0;187200.0;2;9347;deviant
157.0;A;36.0;0.0;A10218;Insert Fine Notification;559.0;P;P;NIL;13.0;2007-07-27 01:00:00;60;7;4;1;14400.0;201600.0;3;9609;deviant
157.0;A;74.0;0.0;A10218;Add penalty;559.0;P;P;NIL;13.0;2007-09-25 01:00:00;60;9;1;1;86400.0;288000.0;4;10836;deviant
157.0;A;36.0;0.0;A10221;Create Fine;559.0;missing;missing;NIL;0.0;2007-03-09 01:00:00;60;3;4;1;0.0;0.0;1;7770;regular
157.0;A;36.0;0.0;A10221;Payment;559.0;missing;missing;NIL;0.0;2007-04-19 01:00:00;60;4;3;1;59040.0;59040.0;2;7904;regular
157.0;A;36.0;0.0;A10223;Create Fine;559.0;missing;missing;NIL;0.0;2007-03-10 01:00:00;60;3;5;1;0.0;0.0;1;7773;deviant
157.0;A;36.0;0.0;A10223;Send Fine;559.0;missing;missing;NIL;13.0;2007-07-17 01:00:00;60;7;1;1;185760.0;185760.0;2;9347;deviant
157.0;A;36.0;0.0;A10223;Insert Fine Notification;559.0;P;P;NIL;13.0;2007-08-03 01:00:00;60;8;4;1;24480.0;210240.0;3;9859;deviant
157.0;A;74.0;0.0;A10223;Add penalty;559.0;P;P;NIL;13.0;2007-10-02 01:00:00;60;10;1;1;86400.0;296640.0;4;10882;deviant
157.0;A;36.0;0.0;A10224;Create Fine;559.0;missing;missing;NIL;0.0;2007-03-10 01:00:00;60;3;5;1;0.0;0.0;1;7774;deviant
157.0;A;36.0;0.0;A10224;Send Fine;559.0;missing;missing;NIL;13.0;2007-07-17 01:00:00;60;7;1;1;185760.0;185760.0;2;9347;deviant
157.0;A;36.0;0.0;A10224;Insert Fine Notification;559.0;P;P;NIL;13.0;2007-07-25 01:00:00;60;7;2;1;11520.0;197280.0;3;9586;deviant
157.0;A;74.0;0.0;A10224;Add penalty;559.0;P;P;NIL;13.0;2007-09-23 01:00:00;60;9;6;1;86400.0;283680.0;4;10828;deviant
157.0;A;36.0;0.0;A10229;Create Fine;559.0;missing;missing;NIL;0.0;2007-03-11 01:00:00;60;3;6;1;0.0;0.0;1;7796;regular
157.0;A;36.0;0.0;A10229;Payment;559.0;missing;missing;NIL;0.0;2007-03-14 01:00:00;60;3;2;1;4320.0;4320.0;2;7725;regular
157.0;A;36.0;0.0;A10230;Create Fine;559.0;missing;missing;NIL;0.0;2007-03-11 01:00:00;60;3;6;1;0.0;0.0;1;7797;regular
157.0;A;36.0;0.0;A10230;Payment;559.0;missing;missing;NIL;0.0;2007-03-19 01:00:00;60;3;0;1;11520.0;11520.0;2;7814;regular
157.0;A;36.0;0.0;A10234;Create Fine;559.0;missing;missing;NIL;0.0;2007-03-11 01:00:00;60;3;6;1;0.0;0.0;1;7798;regular
157.0;A;36.0;0.0;A10234;Payment;559.0;missing;missing;NIL;0.0;2007-03-13 01:00:00;60;3;1;1;2880.0;2880.0;2;7800;regular
157.0;A;36.0;0.0;A10235;Create Fine;559.0;missing;missing;NIL;0.0;2007-03-11 01:00:00;60;3;6;1;0.0;0.0;1;7799;regular
157.0;A;36.0;0.0;A10235;Payment;559.0;missing;missing;NIL;0.0;2007-03-11 01:00:00;60;3;6;1;0.0;0.0;2;7799;regular
157.0;A;36.0;0.0;A10236;Create Fine;559.0;missing;missing;NIL;0.0;2007-03-11 01:00:00;60;3;6;1;0.0;0.0;1;7799;regular
157.0;A;36.0;0.0;A10236;Send Fine;559.0;missing;missing;NIL;13.0;2007-07-17 01:00:00;60;7;1;1;184320.0;184320.0;2;9347;regular
157.0;A;36.0;0.0;A10236;Insert Fine Notification;559.0;P;P;NIL;13.0;2007-07-30 01:00:00;60;7;0;1;18720.0;203040.0;3;9766;regular
157.0;A;36.0;0.0;A10236;Insert Date Appeal to Prefecture;559.0;P;P;NIL;13.0;2007-08-09 01:00:00;60;8;3;1;14400.0;217440.0;4;10113;regular
157.0;A;74.0;0.0;A10236;Add penalty;559.0;P;P;NIL;13.0;2007-09-28 01:00:00;60;9;4;1;72000.0;289440.0;5;10840;regular
157.0;A;74.0;0.0;A10236;Send Appeal to Prefecture;559.0;P;P;#;13.0;2007-10-02 01:00:00;60;10;1;1;5760.0;295200.0;6;10882;regular
157.0;A;36.0;0.0;A10237;Create Fine;559.0;missing;missing;NIL;0.0;2007-03-11 01:00:00;60;3;6;1;0.0;0.0;1;7800;regular
157.0;A;36.0;0.0;A10237;Payment;559.0;missing;missing;NIL;0.0;2007-03-12 01:00:00;60;3;0;1;1440.0;1440.0;2;7804;regular
157.0;A;36.0;0.0;A10238;Create Fine;559.0;missing;missing;NIL;0.0;2007-03-12 01:00:00;60;3;0;1;0.0;0.0;1;7803;deviant
157.0;A;36.0;0.0;A10238;Send Fine;559.0;missing;missing;NIL;13.0;2007-07-17 01:00:00;60;7;1;1;182880.0;182880.0;2;9347;deviant
157.0;A;36.0;0.0;A10238;Insert Fine Notification;559.0;P;P;NIL;13.0;2007-07-25 01:00:00;60;7;2;1;11520.0;194400.0;3;9586;deviant
157.0;A;74.0;0.0;A10238;Add penalty;559.0;P;P;NIL;13.0;2007-09-23 01:00:00;60;9;6;1;86400.0;280800.0;4;10828;deviant
157.0;A;36.0;0.0;A10242;Create Fine;559.0;missing;missing;NIL;0.0;2007-03-14 01:00:00;60;3;2;1;0.0;0.0;1;7724;deviant
157.0;A;36.0;0.0;A10242;Send Fine;559.0;missing;missing;NIL;13.0;2007-07-17 01:00:00;60;7;1;1;180000.0;180000.0;2;9347;deviant
157.0;A;36.0;0.0;A10242;Insert Fine Notification;559.0;P;P;NIL;13.0;2007-07-24 01:00:00;60;7;1;1;10080.0;190080.0;3;9588;deviant
157.0;A;74.0;0.0;A10242;Add penalty;559.0;P;P;NIL;13.0;2007-09-22 01:00:00;60;9;5;1;86400.0;276480.0;4;10827;deviant
157.0;A;36.0;0.0;A10243;Create Fine;559.0;missing;missing;NIL;0.0;2007-03-14 01:00:00;60;3;2;1;0.0;0.0;1;7725;regular
157.0;A;36.0;0.0;A10243;Payment;559.0;missing;missing;NIL;0.0;2007-03-15 01:00:00;60;3;3;1;1440.0;1440.0;2;7728;regular
157.0;A;36.0;0.0;A10247;Create Fine;559.0;missing;missing;NIL;0.0;2007-03-14 01:00:00;60;3;2;1;0.0;0.0;1;7726;deviant
157.0;A;36.0;0.0;A10247;Send Fine;559.0;missing;missing;NIL;18.6;2007-09-13 01:00:00;60;9;3;1;263520.0;263520.0;2;10739;deviant
157.0;A;36.0;0.0;A10247;Insert Fine Notification;559.0;P;P;NIL;18.6;2007-10-02 01:00:00;60;10;1;1;27360.0;290880.0;3;10881;deviant
157.0;A;74.0;0.0;A10247;Add penalty;559.0;P;P;NIL;18.6;2007-12-01 01:00:00;60;12;5;1;86400.0;377280.0;4;10390;deviant
157.0;A;36.0;0.0;A10249;Create Fine;559.0;missing;missing;NIL;0.0;2007-03-14 01:00:00;60;3;2;1;0.0;0.0;1;7727;regular
157.0;A;36.0;0.0;A10249;Send Fine;559.0;missing;missing;NIL;22.0;2007-07-17 01:00:00;60;7;1;1;180000.0;180000.0;2;9347;regular
157.0;A;36.0;0.0;A10249;Insert Fine Notification;559.0;P;P;NIL;22.0;2007-07-25 01:00:00;60;7;2;1;11520.0;191520.0;3;9586;regular
157.0;A;74.0;0.0;A10249;Add penalty;559.0;P;P;NIL;22.0;2007-09-23 01:00:00;60;9;6;1;86400.0;277920.0;4;10828;regular
157.0;A;74.0;0.0;A10249;Insert Date Appeal to Prefecture;559.0;P;P;NIL;22.0;2007-11-02 01:00:00;60;11;4;1;57600.0;335520.0;5;10841;regular
157.0;A;74.0;0.0;A10249;Send Appeal to Prefecture;559.0;P;P;NIL;22.0;2007-12-28 01:00:00;60;12;4;1;80640.0;416160.0;6;10424;regular
157.0;A;74.0;0.0;A10249;Receive Result Appeal from Prefecture;559.0;P;P;NIL;22.0;2008-01-22 01:00:00;60;1;1;1;36000.0;452160.0;7;10549;regular
157.0;A;74.0;0.0;A10249;Notify Result Appeal to Offender;559.0;P;P;NIL;22.0;2008-01-25 01:00:00;60;1;4;1;4320.0;456480.0;8;10571;regular
157.0;A;74.0;0.0;A10249;Payment;559.0;P;P;NIL;22.0;2008-02-09 01:00:00;60;2;5;1;21600.0;478080.0;9;10713;regular
157.0;A;36.0;0.0;A10250;Create Fine;559.0;missing;missing;NIL;0.0;2007-03-14 01:00:00;60;3;2;1;0.0;0.0;1;7728;regular
157.0;A;36.0;0.0;A10250;Send Fine;559.0;missing;missing;NIL;13.0;2007-07-17 01:00:00;60;7;1;1;180000.0;180000.0;2;9347;regular
157.0;A;36.0;0.0;A10250;Insert Fine Notification;559.0;P;P;NIL;13.0;2007-08-02 01:00:00;60;8;3;1;23040.0;203040.0;3;9838;regular
157.0;A;74.0;0.0;A10250;Add penalty;559.0;P;P;NIL;13.0;2007-10-01 01:00:00;60;10;0;1;86400.0;289440.0;4;10875;regular
157.0;A;74.0;0.0;A10250;Payment;559.0;P;P;NIL;13.0;2008-09-03 01:00:00;60;9;2;1;486720.0;776160.0;5;14510;regular
157.0;A;36.0;0.0;A10254;Create Fine;559.0;missing;missing;NIL;0.0;2007-03-15 01:00:00;60;3;3;1;0.0;0.0;1;7727;deviant
157.0;A;36.0;0.0;A10254;Send Fine;559.0;missing;missing;NIL;18.6;2007-09-29 01:00:00;60;9;5;1;285120.0;285120.0;2;10849;deviant
157.0;A;36.0;0.0;A10254;Insert Fine Notification;559.0;P;P;NIL;18.6;2007-10-21 01:00:00;60;10;6;1;31680.0;316800.0;3;10938;deviant
157.0;A;74.0;0.0;A10254;Add penalty;559.0;P;P;NIL;18.6;2007-12-20 01:00:00;60;12;3;1;86400.0;403200.0;4;10406;deviant
157.0;A;36.0;0.0;A10263;Create Fine;559.0;missing;missing;NIL;0.0;2007-03-16 01:00:00;60;3;4;1;0.0;0.0;1;7747;deviant
157.0;A;36.0;0.0;A10263;Send Fine;559.0;missing;missing;NIL;13.0;2007-07-17 01:00:00;60;7;1;1;177120.0;177120.0;2;9347;deviant
157.0;A;36.0;0.0;A10263;Insert Fine Notification;559.0;P;P;NIL;13.0;2007-08-02 01:00:00;60;8;3;1;23040.0;200160.0;3;9838;deviant
157.0;A;74.0;0.0;A10263;Add penalty;559.0;P;P;NIL;13.0;2007-10-01 01:00:00;60;10;0;1;86400.0;286560.0;4;10875;deviant
