Case ID;Activity;Resource;Timestamp;amount;expense;label;anomaly_type
CASE_2494;Verify Documents;clerk_dave;2026-02-18 17:46:57;8227.11;145.62;regular;None
CASE_1576;Approve Loan;manager_alice;2026-02-18 17:49:46;22970.32;264.09;regular;None
CASE_2497;Disburse Funds;finance_jane;2026-02-18 17:53:10;5899.0;129.19;regular;None
CASE_1732;Submit Application;customer_775;2026-02-18 17:54:00;3290.65;87.98;regular;None
CASE_2844;Assess Risk;underwriter_lucas;2026-02-18 18:01:28;1130.13;56.71;regular;None
CASE_2465;Submit Application;customer_233;2026-02-18 18:16:00;3412.8;79.33;regular;None
CASE_2705;Disburse Funds;finance_jane;2026-02-18 18:17:32;11573.49;162.81;regular;None
CASE_2430;Disburse Funds;finance_bob;2026-02-18 18:21:17;4139.7;89.55;regular;None
CASE_1147;Assess Risk;underwriter_mary;2026-02-18 18:27:56;3844.5;87.39;regular;None
CASE_2255;Submit Application;customer_752;2026-02-18 18:30:00;6914.61;128.72;regular;None
CASE_2330;Close Case;system_auto;2026-02-18 18:44:40;5569.53;120.68;regular;None
CASE_2070;Approve Loan;manager_alice;2026-02-18 18:44:46;13009.52;182.75;regular;None
CASE_1524;Disburse Funds;finance_bob;2026-02-18 18:48:31;21668.85;275.67;regular;None
CASE_2573;Approve Loan;manager_tom;2026-02-18 18:52:43;5329.35;90.74;regular;None
CASE_1064;Disburse Funds;finance_bob;2026-02-18 18:53:25;1264.26;67.42;regular;None
CASE_1420;Close Case;system_auto;2026-02-18 18:55:03;1563.59;67.43;regular;None
CASE_2265;Approve Loan;manager_alice;2026-02-18 19:03:50;10433.39;162.54;regular;None
CASE_1158;Submit Application;customer_556;2026-02-18 19:11:00;17245.46;217.59;regular;None
CASE_1010;Approve Loan;manager_alice;2026-02-18 19:17:41;4044.67;84.15;regular;None
CASE_1172;Submit Application;customer_358;2026-02-18 19:29:00;2928.68;76.89;regular;None
CASE_1885;Approve Loan;manager_alice;2026-02-18 19:30:05;4314.99;84.86;regular;None
CASE_1152;Submit Application;customer_484;2026-02-18 19:34:00;6374.87;111.72;regular;None
CASE_1246;Submit Application;customer_923;2026-02-18 19:37:00;6017.43;108.95;regular;None
CASE_1237;Submit Application;customer_769;2026-02-18 19:37:00;3876.6;103.21;regular;None
CASE_2595;Submit Application;customer_941;2026-02-18 19:44:00;1204.42;61.77;regular;None
CASE_2705;Close Case;system_auto;2026-02-18 19:51:10;11573.49;162.81;regular;None
CASE_2913;Submit Application;customer_448;2026-02-18 19:52:00;16843.99;235.91;regular;None
CASE_1544;Submit Application;customer_747;2026-02-18 19:53:00;5581.71;116.05;regular;None
CASE_1158;Verify Documents;clerk_sarah;2026-02-18 20:40:26;17245.46;217.59;regular;None
CASE_1933;Approve Loan;manager_alice;2026-02-18 20:47:53;3138.1;77.27;regular;None
CASE_2430;Close Case;system_auto;2026-02-18 20:48:52;4139.7;89.55;regular;None
CASE_2497;Close Case;system_auto;2026-02-18 20:55:30;5899.0;129.19;regular;None
CASE_1517;Approve Loan;manager_alice;2026-02-18 21:06:21;8919.08;137.41;regular;None
CASE_1152;Verify Documents;clerk_sarah;2026-02-18 21:40:56;6374.87;111.72;regular;None
CASE_1610;Submit Application;customer_185;2026-02-18 21:54:00;4032.46;69.32;regular;None
CASE_2070;Disburse Funds;finance_jane;2026-02-18 22:03:01;13009.52;182.75;regular;None
CASE_1106;Submit Application;customer_748;2026-02-18 22:04:00;17568.68;221.16;regular;None
CASE_2573;Disburse Funds;finance_bob;2026-02-18 22:16:50;5329.35;90.74;regular;None
CASE_1890;Approve Loan;manager_alice;2026-02-18 22:20:33;9209.9;135.63;regular;None
CASE_1414;Approve Loan;clerk_john;2026-02-18 22:34:51;6448.33;115.44;deviant;mixed
CASE_2197;Verify Documents;clerk_john;2026-02-18 22:37:49;1321.11;69.41;regular;None
CASE_2511;Assess Risk;underwriter_mary;2026-02-18 22:42:15;1915.75;67.55;regular;None
CASE_2373;Approve Loan;manager_tom;2026-02-18 22:47:06;1110.78;43.37;regular;None
CASE_1172;Verify Documents;clerk_sarah;2026-02-18 22:53:01;2928.68;76.89;regular;None
CASE_2494;Assess Risk;underwriter_lucas;2026-02-18 23:04:37;8227.11;145.62;regular;None
CASE_1544;Verify Documents;clerk_dave;2026-02-18 23:13:25;5581.71;116.05;regular;None
CASE_1974;Assess Risk;underwriter_paul;2026-02-18 23:28:40;11558.95;172.12;regular;None
CASE_1064;Close Case;system_auto;2026-02-18 23:31:08;1264.26;67.42;regular;None
CASE_2353;Approve Loan;manager_alice;2026-02-18 23:32:56;1069.2;66.37;regular;None
CASE_2946;Assess Risk;underwriter_paul;2026-02-18 23:36:19;1986.35;76.07;regular;None
CASE_1517;Disburse Funds;finance_jane;2026-02-18 23:37:26;8919.08;137.41;regular;None
CASE_2722;Submit Application;customer_473;2026-02-18 23:46:00;1200.31;77.08;regular;None
CASE_2559;Disburse Funds;finance_bob;2026-02-19 00:30:12;7455.03;101.33;regular;None
CASE_2570;Submit Application;customer_173;2026-02-19 00:43:00;4025.59;85.34;deviant;temporal
CASE_1890;Disburse Funds;finance_jane;2026-02-19 01:05:19;9209.9;135.63;regular;None
CASE_2595;Verify Documents;clerk_sarah;2026-02-19 01:07:30;1204.42;61.77;regular;None
CASE_2511;Approve Loan;manager_alice;2026-02-19 01:20:10;1915.75;67.55;regular;None
CASE_2265;Disburse Funds;finance_bob;2026-02-19 01:38:43;10433.39;162.54;regular;None
CASE_2519;Verify Documents;clerk_sarah;2026-02-19 01:47:18;7013.86;133.45;regular;None
CASE_1732;Verify Documents;clerk_sarah;2026-02-19 02:28:26;3290.65;87.98;regular;None
CASE_1950;Disburse Funds;finance_bob;2026-02-19 02:31:53;1588.23;48.83;regular;None
CASE_1632;Submit Application;customer_101;2026-02-19 02:47:00;8992.83;152.83;regular;None
CASE_1158;Assess Risk;underwriter_mary;2026-02-19 02:47:23;17245.46;217.59;regular;None
CASE_1065;Submit Application;customer_351;2026-02-19 02:53:00;2369.3;71.1;regular;None
CASE_2946;Approve Loan;manager_tom;2026-02-19 03:00:19;1986.35;76.07;regular;None
CASE_2913;Verify Documents;clerk_sarah;2026-02-19 03:03:39;16843.99;235.91;regular;None
CASE_2804;Submit Application;customer_165;2026-02-19 03:11:00;4971.97;94.26;regular;None
CASE_2844;Approve Loan;manager_tom;2026-02-19 03:12:20;1130.13;56.71;regular;None
CASE_2255;Verify Documents;clerk_sarah;2026-02-19 03:13:52;6914.61;128.72;regular;None
CASE_2353;Disburse Funds;finance_bob;2026-02-19 03:18:47;1069.2;66.37;regular;None
CASE_1544;Assess Risk;underwriter_mary;2026-02-19 03:19:04;5581.71;116.05;regular;None
CASE_1799;Disburse Funds;finance_bob;2026-02-19 03:20:44;4085.93;82.72;regular;None
CASE_1576;Disburse Funds;finance_bob;2026-02-19 03:28:26;22970.32;264.09;regular;None
CASE_1524;Close Case;system_auto;2026-02-19 04:40:04;21668.85;275.67;regular;None
CASE_1885;Disburse Funds;finance_bob;2026-02-19 04:43:22;4314.99;84.86;regular;None
CASE_1246;Verify Documents;clerk_dave;2026-02-19 04:46:19;6017.43;108.95;regular;None
CASE_2629;Approve Loan;manager_alice;2026-02-19 04:51:22;5873.43;119.12;regular;None
CASE_1933;Disburse Funds;finance_jane;2026-02-19 04:56:53;3138.1;77.27;regular;None
CASE_2373;Disburse Funds;finance_jane;2026-02-19 05:00:08;1110.78;43.37;regular;None
CASE_2519;Assess Risk;underwriter_lucas;2026-02-19 05:06:37;7013.86;133.45;regular;None
CASE_2465;Verify Documents;clerk_john;2026-02-19 05:09:14;3412.8;79.33;regular;None
CASE_1517;Close Case;system_auto;2026-02-19 05:10:17;8919.08;137.41;regular;None
CASE_1810;Close Case;system_auto;2026-02-19 05:32:25;2765.89;95.77;regular;None
CASE_2209;Submit Application;customer_796;2026-02-19 05:33:00;2502.43;78.34;regular;None
CASE_1576;Close Case;system_auto;2026-02-19 05:33:23;22970.32;264.09;regular;None
CASE_1890;Close Case;system_auto;2026-02-19 05:46:14;9209.9;135.63;regular;None
CASE_2573;Close Case;system_auto;2026-02-19 05:47:10;5329.35;90.74;regular;None
CASE_2353;Close Case;system_auto;2026-02-19 05:49:07;1069.2;66.37;regular;None
CASE_1147;Approve Loan;manager_tom;2026-02-19 06:12:00;3844.5;87.39;regular;None
CASE_2494;Approve Loan;manager_tom;2026-02-19 06:16:40;8227.11;145.62;regular;None
CASE_1886;Submit Application;customer_282;2026-02-19 06:18:00;1906.26;64.58;regular;None
CASE_1237;Verify Documents;clerk_john;2026-02-19 06:29:49;3876.6;103.21;regular;None
CASE_1799;Close Case;system_auto;2026-02-19 06:29:54;4085.93;82.72;regular;None
CASE_2904;Submit Application;customer_406;2026-02-19 06:31:00;3897.8;76.33;regular;None
CASE_2070;Close Case;system_auto;2026-02-19 06:37:17;13009.52;182.75;regular;None
CASE_2519;Approve Loan;manager_tom;2026-02-19 06:39:09;7013.86;133.45;regular;None
CASE_1010;Disburse Funds;finance_bob;2026-02-19 06:51:37;4044.67;84.15;regular;None
CASE_1632;Verify Documents;clerk_dave;2026-02-19 07:12:07;8992.83;152.83;regular;None
CASE_1610;Verify Documents;clerk_sarah;2026-02-19 07:14:50;4032.46;69.32;regular;None
CASE_1172;Assess Risk;underwriter_lucas;2026-02-19 07:19:58;2928.68;76.89;regular;None
CASE_1152;Assess Risk;underwriter_lucas;2026-02-19 07:21:30;6374.87;111.72;regular;None
CASE_1974;Approve Loan;manager_alice;2026-02-19 07:25:42;11558.95;172.12;regular;None
CASE_2092;Submit Application;customer_263;2026-02-19 07:36:00;9159.37;132.65;regular;None
CASE_1106;Verify Documents;clerk_john;2026-02-19 07:48:26;17568.68;221.16;regular;None
CASE_1958;Submit Application;customer_330;2026-02-19 08:00:00;1090.85;69.8;regular;None
CASE_2570;Verify Documents;clerk_sarah;2026-02-19 08:26:58;4025.59;85.34;deviant;temporal
CASE_1885;Close Case;system_auto;2026-02-19 09:08:17;4314.99;84.86;regular;None
CASE_2722;Verify Documents;clerk_dave;2026-02-19 09:10:00;1200.31;77.08;regular;None
CASE_1170;Submit Application;customer_974;2026-02-19 09:10:00;1544.19;65.56;regular;None
CASE_2465;Assess Risk;underwriter_paul;2026-02-19 09:17:54;3412.8;79.33;regular;None
CASE_2511;Disburse Funds;finance_jane;2026-02-19 09:22:31;1915.75;67.55;regular;None
CASE_1065;Verify Documents;clerk_dave;2026-02-19 09:22:32;2369.3;71.1;regular;None
CASE_2209;Verify Documents;clerk_dave;2026-02-19 09:34:32;2502.43;78.34;regular;None
CASE_2092;Verify Documents;clerk_sarah;2026-02-19 09:40:10;9159.37;132.65;regular;None
CASE_2877;Submit Application;customer_553;2026-02-19 09:58:00;16457.46;219.68;regular;None
CASE_1950;Close Case;system_auto;2026-02-19 10:01:09;1588.23;48.83;regular;None
CASE_2277;Submit Application;customer_953;2026-02-19 10:03:00;7266.24;130.59;deviant;temporal
CASE_2844;Disburse Funds;finance_bob;2026-02-19 10:04:53;1130.13;56.71;regular;None
CASE_2519;Disburse Funds;finance_jane;2026-02-19 10:19:02;7013.86;133.45;regular;None
CASE_2197;Assess Risk;underwriter_paul;2026-02-19 10:21:24;1321.11;69.41;regular;None
CASE_1886;Verify Documents;clerk_dave;2026-02-19 10:22:06;1906.26;64.58;regular;None
CASE_1732;Assess Risk;underwriter_lucas;2026-02-19 10:26:57;3290.65;87.98;regular;None
CASE_2595;Assess Risk;underwriter_lucas;2026-02-19 10:31:33;1204.42;61.77;regular;None
CASE_2559;Close Case;system_auto;2026-02-19 10:39:07;7455.03;101.33;regular;None
CASE_2854;Submit Application;customer_647;2026-02-19 10:47:00;2839.19;86.76;regular;None
CASE_2913;Assess Risk;underwriter_lucas;2026-02-19 10:54:44;16843.99;235.91;regular;None
CASE_1679;Submit Application;customer_208;2026-02-19 10:56:00;4955.98;115.79;regular;None
CASE_2804;Verify Documents;clerk_dave;2026-02-19 10:58:10;4971.97;94.26;regular;None
CASE_1933;Close Case;system_auto;2026-02-19 11:26:05;3138.1;77.27;regular;None
CASE_2265;Close Case;system_auto;2026-02-19 11:28:53;10433.39;162.54;regular;None
CASE_1999;Submit Application;customer_853;2026-02-19 11:54:00;7057.65;131.34;regular;None
CASE_2946;Disburse Funds;finance_jane;2026-02-19 12:05:28;1986.35;76.07;regular;None
CASE_1246;Assess Risk;underwriter_paul;2026-02-19 12:06:33;6017.43;108.95;regular;None
CASE_2197;Approve Loan;manager_tom;2026-02-19 12:10:59;1321.11;69.41;regular;None
CASE_2255;Assess Risk;underwriter_lucas;2026-02-19 12:15:11;6914.61;128.72;regular;None
CASE_1544;Approve Loan;manager_alice;2026-02-19 12:26:56;5581.71;116.05;regular;None
CASE_2489;Submit Application;customer_954;2026-02-19 12:27:00;1696.77;61.93;regular;None
CASE_1958;Verify Documents;clerk_john;2026-02-19 12:32:46;1090.85;69.8;regular;None
CASE_1172;Approve Loan;manager_alice;2026-02-19 12:42:05;2928.68;76.89;regular;None
CASE_2844;Close Case;system_auto;2026-02-19 12:44:55;1130.13;56.71;regular;None
CASE_2494;Disburse Funds;finance_jane;2026-02-19 12:46:15;8227.11;145.62;regular;None
CASE_2209;Assess Risk;underwriter_lucas;2026-02-19 12:47:33;2502.43;78.34;regular;None
CASE_2511;Close Case;system_auto;2026-02-19 12:52:14;1915.75;67.55;regular;None
CASE_1158;Approve Loan;manager_alice;2026-02-19 12:59:51;17245.46;217.59;regular;None
CASE_2092;Assess Risk;underwriter_mary;2026-02-19 13:02:16;9159.37;132.65;regular;None
CASE_1237;Assess Risk;underwriter_paul;2026-02-19 13:10:49;3876.6;103.21;regular;None
CASE_1106;Assess Risk;underwriter_lucas;2026-02-19 13:14:18;17568.68;221.16;regular;None
CASE_2373;Close Case;system_auto;2026-02-19 13:20:05;1110.78;43.37;regular;None
CASE_1679;Verify Documents;clerk_dave;2026-02-19 13:22:07;4955.98;115.79;regular;None
CASE_2522;Submit Application;customer_776;2026-02-19 13:25:00;1834.35;51.8;regular;None
CASE_1172;Disburse Funds;finance_jane;2026-02-19 13:46:56;2928.68;76.89;regular;None
CASE_1632;Assess Risk;underwriter_paul;2026-02-19 14:05:37;8992.83;152.83;regular;None
CASE_2877;Verify Documents;clerk_dave;2026-02-19 14:31:34;16457.46;219.68;regular;None
CASE_2255;Approve Loan;manager_tom;2026-02-19 14:34:11;6914.61;128.72;regular;None
CASE_1246;Approve Loan;manager_tom;2026-02-19 14:34:55;6017.43;108.95;regular;None
CASE_2489;Verify Documents;clerk_sarah;2026-02-19 14:44:31;1696.77;61.93;regular;None
CASE_1610;Assess Risk;underwriter_mary;2026-02-19 14:47:40;4032.46;69.32;regular;None
CASE_1886;Assess Risk;underwriter_mary;2026-02-19 14:50:22;1906.26;64.58;regular;None
CASE_2522;Verify Documents;clerk_sarah;2026-02-19 15:02:50;1834.35;51.8;regular;None
CASE_2854;Verify Documents;clerk_john;2026-02-19 15:05:47;2839.19;86.76;regular;None
CASE_2629;Disburse Funds;finance_bob;2026-02-19 15:07:28;5873.43;119.12;regular;None
CASE_2209;Approve Loan;manager_tom;2026-02-19 15:23:52;2502.43;78.34;regular;None
CASE_1152;Approve Loan;manager_alice;2026-02-19 15:31:08;6374.87;111.72;regular;None
CASE_2213;Submit Application;customer_621;2026-02-19 15:35:00;12924.34;173.43;regular;None
CASE_1158;Disburse Funds;finance_bob;2026-02-19 15:39:36;17245.46;217.59;regular;None
CASE_2410;Submit Application;customer_142;2026-02-19 15:52:00;7055.76;120.56;regular;None
CASE_1147;Disburse Funds;finance_jane;2026-02-19 15:54:37;3844.5;87.39;regular;None
CASE_1010;Close Case;system_auto;2026-02-19 15:57:10;4044.67;84.15;regular;None
CASE_2465;Approve Loan;manager_alice;2026-02-19 16:12:29;3412.8;79.33;regular;None
CASE_2722;Assess Risk;underwriter_paul;2026-02-19 16:13:02;1200.31;77.08;regular;None
CASE_1958;Assess Risk;underwriter_mary;2026-02-19 16:23:36;1090.85;69.8;regular;None
CASE_1170;Verify Documents;clerk_john;2026-02-19 16:27:41;1544.19;65.56;regular;None
CASE_1544;Disburse Funds;finance_jane;2026-02-19 16:45:21;5581.71;116.05;regular;None
CASE_2628;Submit Application;customer_626;2026-02-19 16:47:00;2653.76;86.45;regular;None
CASE_2804;Assess Risk;underwriter_mary;2026-02-19 16:48:02;4971.97;94.26;regular;None
CASE_2658;Submit Application;customer_688;2026-02-19 16:55:00;9601.32;165.11;regular;None
CASE_2037;Submit Application;customer_264;2026-02-19 16:56:00;1128.89;56.99;regular;None
CASE_1106;Approve Loan;manager_tom;2026-02-19 17:17:56;17568.68;221.16;regular;None
CASE_1158;Close Case;system_auto;2026-02-19 17:36:10;17245.46;217.59;regular;None
CASE_2629;Close Case;system_auto;2026-02-19 18:05:43;5873.43;119.12;regular;None
CASE_2494;Close Case;system_auto;2026-02-19 18:11:10;8227.11;145.62;regular;None
CASE_1732;Approve Loan;manager_alice;2026-02-19 18:16:24;3290.65;87.98;regular;None
CASE_1152;Disburse Funds;finance_bob;2026-02-19 18:18:29;6374.87;111.72;regular;None
CASE_2904;Verify Documents;clerk_john;2026-02-19 18:22:59;3897.8;76.33;regular;None
CASE_1974;Disburse Funds;finance_bob;2026-02-19 19:12:11;11558.95;172.12;regular;None
CASE_2410;Verify Documents;clerk_dave;2026-02-19 19:40:15;7055.76;120.56;regular;None
CASE_1074;Disburse Funds;finance_bob;2026-02-19 19:51:34;1208.15;79.15;deviant;mixed
CASE_2697;Submit Application;customer_815;2026-02-19 19:59:00;5731.57;111.59;regular;None
CASE_1143;Submit Application;customer_280;2026-02-19 19:59:00;8090.91;118.11;deviant;control-flow
CASE_2854;Assess Risk;underwriter_lucas;2026-02-19 20:12:37;2839.19;86.76;regular;None
CASE_2209;Disburse Funds;finance_bob;2026-02-19 20:16:58;2502.43;78.34;regular;None
CASE_1065;Assess Risk;underwriter_paul;2026-02-19 20:45:13;2369.3;71.1;regular;None
CASE_2519;Close Case;system_auto;2026-02-19 20:49:36;7013.86;133.45;regular;None
CASE_1172;Close Case;system_auto;2026-02-19 20:57:29;2928.68;76.89;regular;None
CASE_1679;Assess Risk;underwriter_mary;2026-02-19 20:59:19;4955.98;115.79;regular;None
CASE_2595;Approve Loan;manager_alice;2026-02-19 21:05:40;1204.42;61.77;regular;None
CASE_2192;Submit Application;customer_926;2026-02-19 21:06:00;9333.32;130.35;regular;None
CASE_2913;Approve Loan;manager_tom;2026-02-19 21:06:29;16843.99;235.91;regular;None
CASE_2197;Disburse Funds;finance_jane;2026-02-19 21:18:28;1321.11;69.41;regular;None
CASE_1974;Close Case;system_auto;2026-02-19 21:46:32;11558.95;172.12;regular;None
CASE_2804;Approve Loan;manager_alice;2026-02-19 21:50:49;4971.97;94.26;regular;None
CASE_1999;Verify Documents;clerk_sarah;2026-02-19 21:51:37;7057.65;131.34;regular;None
CASE_1610;Approve Loan;manager_alice;2026-02-19 21:52:32;4032.46;69.32;regular;None
CASE_1510;Submit Application;customer_789;2026-02-19 21:53:00;19150.97;245.18;regular;None
CASE_2037;Verify Documents;clerk_john;2026-02-19 21:58:55;1128.89;56.99;regular;None
CASE_2658;Verify Documents;clerk_john;2026-02-19 22:23:32;9601.32;165.11;regular;None
CASE_2197;Close Case;system_auto;2026-02-19 22:33:29;1321.11;69.41;regular;None
CASE_2946;Close Case;system_auto;2026-02-19 22:55:15;1986.35;76.07;regular;None
CASE_2877;Assess Risk;underwriter_lucas;2026-02-19 23:06:48;16457.46;219.68;regular;None
CASE_1106;Disburse Funds;finance_jane;2026-02-19 23:18:02;17568.68;221.16;regular;None
CASE_2522;Assess Risk;underwriter_mary;2026-02-19 23:21:03;1834.35;51.8;regular;None
CASE_1143;Verify Documents;clerk_sarah;2026-02-19 23:35:07;8090.91;118.11;deviant;control-flow
CASE_2465;Disburse Funds;finance_bob;2026-02-19 23:36:40;3412.8;79.33;regular;None
CASE_2595;Disburse Funds;finance_jane;2026-02-19 23:37:00;1204.42;61.77;regular;None
CASE_2213;Verify Documents;clerk_john;2026-02-19 23:38:38;12924.34;173.43;regular;None
CASE_2936;Submit Application;customer_360;2026-02-19 23:45:00;23784.44;291.04;regular;None
CASE_1453;Submit Application;customer_212;2026-02-19 23:48:00;7689.09;109.3;regular;None
CASE_1958;Approve Loan;manager_tom;2026-02-19 23:49:18;1090.85;69.8;regular;None
CASE_1246;Disburse Funds;finance_bob;2026-02-20 00:00:23;6017.43;108.95;regular;None
CASE_1147;Close Case;system_auto;2026-02-20 00:03:04;3844.5;87.39;regular;None
CASE_2781;Submit Application;customer_530;2026-02-20 00:23:00;5829.9;90.04;deviant;temporal
CASE_1065;Approve Loan;manager_tom;2026-02-20 00:35:03;2369.3;71.1;regular;None
CASE_2092;Approve Loan;manager_tom;2026-02-20 00:43:05;9159.37;132.65;regular;None
CASE_2877;Approve Loan;manager_alice;2026-02-20 00:52:37;16457.46;219.68;regular;None
CASE_1237;Approve Loan;manager_alice;2026-02-20 00:52:47;3876.6;103.21;regular;None
CASE_2722;Approve Loan;manager_tom;2026-02-20 00:53:54;1200.31;77.08;regular;None
CASE_1886;Approve Loan;manager_tom;2026-02-20 01:01:39;1906.26;64.58;regular;None
CASE_2658;Assess Risk;underwriter_mary;2026-02-20 01:20:39;9601.32;165.11;regular;None
CASE_1544;Close Case;system_auto;2026-02-20 01:26:19;5581.71;116.05;regular;None
CASE_2255;Disburse Funds;finance_bob;2026-02-20 01:39:11;6914.61;128.72;regular;None
CASE_2904;Assess Risk;underwriter_paul;2026-02-20 01:41:11;3897.8;76.33;regular;None
CASE_1610;Disburse Funds;finance_jane;2026-02-20 01:42:21;4032.46;69.32;regular;None
CASE_2213;Assess Risk;underwriter_lucas;2026-02-20 01:51:07;12924.34;173.43;regular;None
CASE_1632;Approve Loan;manager_tom;2026-02-20 01:52:19;8992.83;152.83;regular;None
CASE_2628;Verify Documents;clerk_sarah;2026-02-20 02:19:28;2653.76;86.45;regular;None
CASE_2489;Assess Risk;underwriter_paul;2026-02-20 02:23:50;1696.77;61.93;regular;None
CASE_2092;Disburse Funds;finance_jane;2026-02-20 02:33:19;9159.37;132.65;regular;None
CASE_2209;Close Case;system_auto;2026-02-20 02:40:18;2502.43;78.34;regular;None
CASE_2595;Close Case;system_auto;2026-02-20 02:51:44;1204.42;61.77;regular;None
CASE_1170;Assess Risk;underwriter_lucas;2026-02-20 02:53:23;1544.19;65.56;regular;None
CASE_1215;Assess Risk;underwriter_paul;2026-02-20 02:59:44;9318.24;140.36;deviant;temporal
CASE_1074;Close Case;system_auto;2026-02-20 03:05:35;1208.15;79.15;deviant;mixed
CASE_2877;Disburse Funds;finance_bob;2026-02-20 03:14:40;16457.46;219.68;regular;None
CASE_1361;Submit Application;customer_557;2026-02-20 03:36:00;29840.41;346.76;regular;None
CASE_2410;Assess Risk;underwriter_mary;2026-02-20 03:39:34;7055.76;120.56;regular;None
CASE_2037;Assess Risk;underwriter_paul;2026-02-20 03:43:52;1128.89;56.99;regular;None
CASE_2192;Verify Documents;clerk_sarah;2026-02-20 03:44:11;9333.32;130.35;regular;None
CASE_1106;Close Case;system_auto;2026-02-20 03:54:03;17568.68;221.16;regular;None
CASE_1152;Close Case;system_auto;2026-02-20 04:05:57;6374.87;111.72;regular;None
CASE_1246;Close Case;system_auto;2026-02-20 04:07:20;6017.43;108.95;regular;None
CASE_1679;Approve Loan;manager_alice;2026-02-20 04:26:27;4955.98;115.79;regular;None
CASE_2936;Verify Documents;clerk_dave;2026-02-20 05:01:35;23784.44;291.04;regular;None
CASE_2697;Verify Documents;clerk_john;2026-02-20 05:35:53;5731.57;111.59;regular;None
CASE_1999;Assess Risk;underwriter_mary;2026-02-20 05:36:28;7057.65;131.34;regular;None
CASE_2489;Approve Loan;manager_tom;2026-02-20 05:46:41;1696.77;61.93;regular;None
CASE_1075;Submit Application;customer_653;2026-02-20 05:57:00;1083.63;69.57;regular;None
CASE_1510;Verify Documents;clerk_sarah;2026-02-20 06:03:39;19150.97;245.18;regular;None
CASE_1610;Close Case;system_auto;2026-02-20 06:04:13;4032.46;69.32;regular;None
CASE_1732;Disburse Funds;finance_bob;2026-02-20 06:13:20;3290.65;87.98;regular;None
CASE_2037;Approve Loan;manager_tom;2026-02-20 06:18:54;1128.89;56.99;regular;None
CASE_1170;Approve Loan;manager_alice;2026-02-20 06:21:57;1544.19;65.56;regular;None
CASE_2522;Approve Loan;manager_tom;2026-02-20 06:37:51;1834.35;51.8;regular;None
CASE_1958;Disburse Funds;finance_bob;2026-02-20 06:40:39;1090.85;69.8;regular;None
CASE_1361;Verify Documents;clerk_dave;2026-02-20 06:45:08;29840.41;346.76;regular;None
CASE_2213;Approve Loan;manager_tom;2026-02-20 06:55:52;12924.34;173.43;regular;None
CASE_2255;Close Case;system_auto;2026-02-20 06:57:45;6914.61;128.72;regular;None
CASE_1949;Submit Application;customer_823;2026-02-20 06:58:00;5109.91;107.6;regular;None
CASE_1453;Verify Documents;clerk_sarah;2026-02-20 07:03:26;7689.09;109.3;regular;None
CASE_2192;Assess Risk;underwriter_mary;2026-02-20 07:04:21;9333.32;130.35;regular;None
CASE_2854;Approve Loan;manager_alice;2026-02-20 07:11:22;2839.19;86.76;regular;None
CASE_2002;Submit Application;customer_823;2026-02-20 07:16:00;3739.42;95.71;regular;None
CASE_2936;Assess Risk;underwriter_lucas;2026-02-20 07:22:19;23784.44;291.04;regular;None
CASE_1237;Disburse Funds;finance_jane;2026-02-20 07:33:35;3876.6;103.21;regular;None
CASE_1679;Disburse Funds;finance_jane;2026-02-20 07:33:47;4955.98;115.79;regular;None
CASE_2465;Close Case;system_auto;2026-02-20 07:53:16;3412.8;79.33;regular;None
CASE_2131;Submit Application;customer_293;2026-02-20 08:04:00;2615.99;76.31;regular;None
CASE_1732;Close Case;system_auto;2026-02-20 08:12:30;3290.65;87.98;regular;None
CASE_2913;Disburse Funds;finance_bob;2026-02-20 08:18:52;16843.99;235.91;regular;None
CASE_2410;Approve Loan;manager_alice;2026-02-20 08:54:44;7055.76;120.56;regular;None
CASE_1506;Submit Application;customer_108;2026-02-20 09:21:00;2790.26;74.27;regular;None
CASE_2714;Disburse Funds;finance_jane;2026-02-20 09:22:11;7574.46;122.76;deviant;mixed
CASE_2804;Disburse Funds;finance_jane;2026-02-20 09:23:29;4971.97;94.26;regular;None
CASE_1143;Assess Risk;underwriter_lucas;2026-02-20 09:27:13;8090.91;118.11;deviant;control-flow
CASE_2904;Approve Loan;manager_alice;2026-02-20 09:43:44;3897.8;76.33;regular;None
CASE_2722;Disburse Funds;finance_bob;2026-02-20 09:44:26;1200.31;77.08;regular;None
CASE_2628;Assess Risk;underwriter_lucas;2026-02-20 10:08:10;2653.76;86.45;regular;None
CASE_1999;Approve Loan;manager_alice;2026-02-20 10:10:12;7057.65;131.34;regular;None
CASE_1170;Disburse Funds;finance_jane;2026-02-20 10:19:33;1544.19;65.56;regular;None
CASE_1215;Approve Loan;manager_tom;2026-02-20 10:33:40;9318.24;140.36;deviant;temporal
CASE_2854;Disburse Funds;finance_jane;2026-02-20 10:33:59;2839.19;86.76;regular;None
CASE_1075;Verify Documents;clerk_dave;2026-02-20 10:35:56;1083.63;69.57;regular;None
CASE_2092;Close Case;system_auto;2026-02-20 10:44:42;9159.37;132.65;regular;None
CASE_2913;Close Case;system_auto;2026-02-20 10:46:59;16843.99;235.91;regular;None
CASE_2894;Submit Application;customer_959;2026-02-20 11:03:00;4239.33;103.34;regular;None
CASE_2781;Verify Documents;clerk_john;2026-02-20 11:13:14;5829.9;90.04;deviant;temporal
CASE_1632;Disburse Funds;finance_bob;2026-02-20 11:21:22;8992.83;152.83;regular;None
